SPI,meta_ROI_from,meta_ROI_to,stimulus_presentation,comparison,accuracy
coint_johansen_trace_stat_order-1_ardiff-1,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5204166666666667
coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5211111111111111
coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5211111111111111
coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4805555555555556
pec,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4934722222222222
pec_orth,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4875
pec_log,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4833333333333333
pec_orth_log,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4805555555555555
pec_orth_abs,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49444444444444446
pec_orth_log_abs,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5158333333333334
cov_EllipticEnvelope,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5480555555555555
cov-sq_MinCovDet,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5002777777777778
cov-sq_EllipticEnvelope,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.495
cov-sq_GraphicalLassoCV,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4811111111111111
cov_MinCovDet,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5440277777777778
prec_EllipticEnvelope,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5284722222222223
prec_GraphicalLassoCV,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5311111111111111
prec-sq_MinCovDet,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4752777777777778
prec-sq_EllipticEnvelope,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4738888888888889
prec-sq_GraphicalLassoCV,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4638888888888889
prec_MinCovDet,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5233333333333332
mgc,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5190277777777779
dtw,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.54625
dtw_constraint-itakura,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5298611111111111
dtw_constraint-sakoe-chiba,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5376388888888889
softdtw,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5370833333333334
softdtw_constraint-itakura,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5370833333333334
softdtw_constraint-sakoe-chiba,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5370833333333334
bary_dtw_mean,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48875
bary_dtw_max,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49458333333333326
bary_sgddtw_mean,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5181944444444444
bary_sgddtw_max,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5215277777777778
bary_softdtw_mean,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.50125
bary_softdtw_max,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5025000000000001
bary-sq_dtw_mean,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5005555555555554
bary-sq_dtw_max,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
bary-sq_sgddtw_mean,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5272222222222223
bary-sq_sgddtw_max,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4987499999999999
bary-sq_softdtw_mean,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5051388888888889
bary-sq_softdtw_max,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
ce_kozachenko,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5241666666666667
cce_gaussian,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5162500000000001
cce_kozachenko,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5125
cce_kernel_W-0.5,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
di_gaussian,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5083333333333333
di_kozachenko,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4938888888888888
di_kernel_W-0.5,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5204166666666666
te_kraskov_NN-4_k-max-10_tau-max-4,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49305555555555547
te_kraskov_NN-4_DCE_k-max-10_tau-max-4,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5144444444444444
te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5158333333333334
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49305555555555547
te_kernel_W-0.25_k-1,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5059722222222222
gc_gaussian_k-max-10_tau-max-2,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5022222222222222
te_symbolic_k-1_kt-1_l-1_lt-1,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5022222222222222
te_symbolic_k-10_kt-1_l-1_lt-1,IPS,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5022222222222222
cov_EmpiricalCovariance,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4958333333333333
cov_GraphicalLasso,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4998611111111111
cov_GraphicalLassoCV,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4961111111111111
cov_LedoitWolf,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4958333333333333
cov_OAS,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4958333333333333
cov_ShrunkCovariance,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4958333333333333
cov-sq_EmpiricalCovariance,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5325
cov-sq_GraphicalLasso,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5298611111111111
cov-sq_LedoitWolf,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5379166666666666
cov-sq_OAS,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5379166666666666
cov-sq_ShrunkCovariance,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5325
prec_EmpiricalCovariance,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
prec_GraphicalLasso,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49861111111111106
prec_LedoitWolf,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
prec_OAS,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
prec_ShrunkCovariance,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
prec-sq_EmpiricalCovariance,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5312500000000001
prec-sq_GraphicalLasso,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5095833333333333
prec-sq_LedoitWolf,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5177777777777777
prec-sq_OAS,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5218055555555555
prec-sq_ShrunkCovariance,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.52625
spearmanr-sq,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5299999999999999
spearmanr,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
kendalltau-sq,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5338888888888889
kendalltau,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
xcorr_max_sig-True,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4881944444444445
xcorr-sq_max_sig-True,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49208333333333326
xcorr_mean_sig-True,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4958333333333333
xcorr-sq_mean_sig-True,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4930555555555555
xcorr_mean_sig-False,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49027777777777787
xcorr-sq_mean_sig-False,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.50125
pdist_euclidean,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5038888888888888
pdist_cityblock,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5066666666666666
pdist_cosine,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49736111111111103
pdist_chebyshev,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4931944444444444
pdist_canberra,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
pdist_braycurtis,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4998611111111111
dcorr,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5311111111111111
dcorr_biased,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5316666666666667
hsic,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5229166666666668
hsic_biased,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5349999999999999
bary_euclidean_max,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5193055555555555
bary-sq_euclidean_mean,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
bary-sq_euclidean_max,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4934722222222222
gwtau,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5243055555555556
anm,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4884722222222222
cds,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
reci,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
igci,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.50125
je_gaussian,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5268055555555555
je_kozachenko,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5018055555555555
je_kernel_W-0.5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5158333333333334
ce_gaussian,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4884722222222222
ce_kernel_W-0.5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4936111111111111
xme_gaussian_k1,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4925
xme_kozachenko_k1,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5119444444444443
xme_kernel_W-0.5_k1,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49000000000000005
xme_gaussian_k10,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4895833333333333
xme_kozachenko_k10,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5163888888888889
xme_kernel_W-0.5_k10,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4959722222222222
si_gaussian_k-1,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
si_kozachenko_k-1,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4897222222222222
si_kernel_W-0.5_k-1,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
mi_gaussian,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5372222222222222
mi_kraskov_NN-4,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49874999999999997
mi_kraskov_NN-4_DCE,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4873611111111112
mi_kernel_W-0.25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4959722222222222
tlmi_gaussian,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5229166666666667
tlmi_kraskov_NN-4,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5165277777777778
tlmi_kraskov_NN-4_DCE,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5302777777777777
tlmi_kernel_W-0.25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4805555555555555
te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5279166666666667
gc_gaussian_k-1_kt-1_l-1_lt-1,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4804166666666667
phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.495
phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4925
phase_multitaper_max_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.48388888888888887
phase_multitaper_max_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.48625000000000007
phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5127777777777778
cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4997222222222222
cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5255555555555556
cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.48374999999999996
cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5069444444444444
cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4854166666666666
icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49097222222222214
icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4847222222222222
icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5036111111111111
icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5025000000000001
icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5090277777777777
icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5202777777777777
psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5275
psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49819444444444444
psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5193055555555556
plv_multitaper_mean_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5079166666666667
plv_multitaper_mean_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5090277777777776
plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5201388888888889
plv_multitaper_max_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49611111111111106
plv_multitaper_max_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4894444444444444
plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4918055555555556
pli_multitaper_mean_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5027777777777778
pli_multitaper_mean_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4894444444444444
pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49541666666666667
wpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4959722222222223
wpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49458333333333326
wpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49944444444444436
dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49722222222222223
dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5255555555555554
dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4998611111111112
dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49736111111111114
dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5031944444444445
dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.48291666666666677
ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5125
ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5034722222222223
ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5198611111111111
ppc_multitaper_max_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49611111111111106
ppc_multitaper_max_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4881944444444444
ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.48902777777777773
dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49444444444444446
dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4765277777777778
dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4881944444444445
dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5111111111111111
dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49430555555555555
dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49861111111111106
dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4719444444444444
dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5113888888888889
dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5127777777777778
dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4719444444444444
pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.49444444444444446
pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.4765277777777778
pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,IPS,Category_Selective,off,Relevant non-target vs. Irrelevant,0.5
